Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,PCA1,PCA2,Customer Segment
17,5,1521.04,4,4,3,443,2,1.7924572406355381,0.006914341211826524,VIP Customers
22,2,852.15,3,2,3,323,0,0.23787740777541352,-0.7398324647399444,Regular Customers
45,1,326.24,3,1,2,312,0,-0.6523462864248808,-0.977025043807366,Regular Customers
288,1,584.3199999999999,1,1,2,112,1,-1.5364310141941353,1.2536979648388036,Lost Customers
297,1,122.4,1,1,1,111,1,-1.9954919291625444,1.0697158070454282,Lost Customers
3,10,2234.73,4,4,4,444,2,4.0467780218540526,0.9760553841651666,VIP Customers
284,1,79.2,1,1,1,111,1,-1.9747729769250406,0.9337560528710968,Lost Customers
17,3,1352.0,4,3,3,433,0,1.0217636772505843,-0.36294688318160734,Regular Customers
82,2,217.16,2,2,1,221,0,-0.6122009536996212,-0.5841301124058279,Regular Customers
56,5,2799.42,2,4,4,244,2,2.76904226837032,1.0643810013837571,VIP Customers
101,2,1317.62,2,2,3,223,0,0.29547718807716344,0.20114256246094428,Regular Customers
299,1,436.18,1,1,2,112,1,-1.7209650239771581,1.264304131441047,Lost Customers
23,5,981.51,3,4,3,343,2,1.2770159550936082,-0.24669119131727535,VIP Customers
59,5,1121.39,2,4,3,243,2,1.2379500140626232,0.14126284265931147,VIP Customers
155,2,315.06,1,2,2,122,1,-0.8593715588304877,0.09752305617237632,Lost Customers
115,3,817.86,2,3,3,233,0,0.08813086857890907,0.1757984196620076,Regular Customers
107,1,17.0,2,1,1,211,0,-1.2170743123302659,-0.6199658290199886,Regular Customers
12,4,1078.23,4,3,3,433,0,1.1061326356251833,-0.4235112942843276,Regular Customers
264,1,320.62,1,1,2,112,1,-1.6645071563385923,0.898681428392297,Lost Customers
240,1,185.04999999999998,1,1,1,111,1,-1.6767264785051323,0.6161170875452596,Lost Customers
88,7,2005.63,2,4,4,244,2,2.521979242669076,1.1643420121247368,VIP Customers
50,3,731.9,3,3,3,333,0,0.30930949669789043,-0.4304681299050781,Regular Customers
71,1,1290.7,2,1,3,213,0,0.10016913267624465,-0.20859905869237277,Regular Customers
42,3,1842.14,3,3,4,334,2,1.349991290636483,0.1286914530490903,VIP Customers
7,6,1429.64,4,4,3,443,2,2.0647202112441256,0.006575690957089443,VIP Customers
62,1,298.21,2,1,1,211,0,-0.7558664757619055,-0.8470253751191162,Regular Customers
249,1,336.96,1,1,2,112,1,-1.5807542879787715,0.7792303111990246,Lost Customers
66,1,108.38,2,1,1,211,0,-0.9459073823329082,-0.9200488368488341,Regular Customers
85,1,842.5,2,1,3,213,0,-0.3694786546723347,-0.34192622313799337,Regular Customers
219,2,611.88,1,2,2,122,1,-0.8852892850047468,0.8144428011605144,Lost Customers
45,3,1320.95,3,3,3,333,0,0.8649288780774292,-0.14028171264257772,Regular Customers
143,4,195.74,1,3,1,131,0,-0.2942344532714016,0.2013761049573006,Regular Customers
183,1,161.38,1,1,1,111,1,-1.436012699591214,0.11370799167619863,Lost Customers
171,1,135.75000000000003,1,1,1,111,1,-1.4040052589327443,-0.003737276339643287,Lost Customers
10,8,1660.88,4,4,4,444,2,2.8778602218758254,0.43734657484245193,VIP Customers
212,1,612.78,1,1,2,112,1,-1.161208440833264,0.6177579885772704,Lost Customers
190,1,232.21,1,1,1,111,1,-1.4041570340983522,0.2138150802420516,Lost Customers
8,2,423.36,4,2,2,422,0,-0.0854606204729285,-1.1024067364824015,Regular Customers
59,4,1309.14,2,3,3,233,2,1.0987933234915659,0.11028961199593913,VIP Customers
57,2,854.66,2,2,3,223,0,0.07919825317436022,-0.4381348433467002,Regular Customers
73,4,684.42,2,3,3,233,0,0.46953384596502706,-0.12285228410673507,Regular Customers
52,1,307.78,2,1,2,212,0,-0.7012278054776231,-0.9274077433089181,Regular Customers
317,1,249.0,1,1,1,111,1,-1.9729892576841128,1.3128904629338634,Lost Customers
367,1,289.35,1,1,1,111,1,-2.166431016800426,1.7646757422023376,Lost Customers
39,1,656.25,3,1,2,312,0,-0.32635572219547093,-0.8418943729187913,Regular Customers
18,5,1880.22,4,4,4,444,2,2.1126339540830887,0.21859510020832942,VIP Customers
22,2,618.09,3,2,2,322,0,0.026237297855556528,-0.8721836775863638,Regular Customers
263,1,517.55,1,1,2,112,1,-1.4818419423849134,1.001457787126386,Lost Customers
60,3,709.38,2,3,3,233,0,0.24296126722595465,-0.3574084490875789,Regular Customers
19,3,635.41,3,3,2,332,0,0.3646165669778696,-0.7509900173033142,Regular Customers
66,2,725.1800000000001,2,2,3,223,0,-0.07926607057061355,-0.4341359826035306,Regular Customers
88,1,620.4,2,1,2,212,0,-0.5840999817151531,-0.44177641074611185,Regular Customers
250,1,535.34,1,1,2,112,1,-1.4059750353323535,0.8999853459124199,Lost Customers
3,6,2424.94,4,4,4,444,2,2.9830776150258744,0.5350589980743382,VIP Customers
247,1,175.2,1,1,1,111,1,-1.7178227230709484,0.6706029855939413,Lost Customers
157,3,734.13,1,3,3,133,0,-0.18071736659914475,0.4887865654846136,Regular Customers
134,1,375.0,2,1,2,212,0,-1.0175264835627178,-0.1858884157339927,Regular Customers
296,1,76.32000000000001,1,1,1,111,1,-2.032559532057641,1.035080099498186,Lost Customers
5,2,280.52,4,2,1,421,0,-0.20082280925576435,-1.2089149681521278,Regular Customers
43,5,2053.02,3,4,4,344,2,2.1539185935222753,0.5307908410161322,VIP Customers
269,1,1829.04,1,1,4,114,1,-0.3235667609360986,1.7945272182945389,Lost Customers
50,5,1824.23,3,4,4,344,2,1.9148539405746194,0.46147525850173127,VIP Customers
16,3,656.69,4,3,2,432,0,0.3976538263709158,-0.764695202521898,Regular Customers
282,1,348.2,1,1,2,112,1,-1.722342592274085,1.0687056239836226,Lost Customers
65,2,1025.44,2,2,3,223,0,0.19683147935682765,-0.27293079868179515,Regular Customers
252,1,37.4,1,1,1,111,1,-1.8654159590119863,0.6355797093933344,Lost Customers
232,2,856.6,1,2,3,123,1,-0.7237912204471997,1.0643537491005917,Lost Customers
17,3,822.48,4,3,3,433,0,0.5429647752392937,-0.6623684598133942,Regular Customers
8,4,1822.97,4,3,4,434,2,1.7979304139197947,-0.036709265005235026,VIP Customers
51,6,1885.05,3,4,4,344,2,2.2741723375085674,0.6415838852079089,VIP Customers
59,1,73.19999999999999,2,1,1,211,0,-0.9455278520697973,-0.9999973304476919,Regular Customers
95,5,1140.21,2,4,3,243,2,1.0894200394210345,0.46076247252076724,VIP Customers
16,6,1418.32,4,4,3,443,2,2.013097703222173,0.07738912621078164,VIP Customers
126,3,1009.55,2,3,3,233,0,0.2108755845673337,0.3785643430001254,Regular Customers
94,4,1037.59,2,3,3,233,0,0.692305536383309,0.25701768116885626,Regular Customers
50,1,331.95,3,1,2,312,0,-0.6701759054531671,-0.9308993729192362,Regular Customers
138,1,197.9,2,1,1,211,0,-1.1960567578202976,-0.2517135909579644,Regular Customers
61,1,215.83,2,1,1,211,0,-0.8257570129050191,-0.9021872256481795,Regular Customers
73,1,305.54,2,1,1,211,0,-0.79982248037856,-0.7485073779553378,Regular Customers
67,1,338.71000000000004,2,1,2,212,0,-0.7422385222698471,-0.7812274035605304,Regular Customers
64,6,1158.79,2,4,3,243,2,1.557697600519576,0.34244595401606975,VIP Customers
17,2,529.41,4,2,2,422,0,-0.030955641092960413,-0.9652254389208211,Regular Customers
45,4,981.86,3,3,3,333,0,0.8672419634392617,-0.19488496900038432,Regular Customers
16,2,215.48,4,2,1,421,0,-0.31021671336357526,-1.1513192015005913,Regular Customers
40,1,215.08,3,1,1,311,0,-0.7298659350674863,-1.0827783118699594,Regular Customers
237,1,314.45,1,1,2,112,1,-1.545925702558489,0.6635492736543476,Lost Customers
75,1,400.68100000000004,2,1,2,212,0,-0.722991815442544,-0.6775503311190127,Regular Customers
4,2,1068.8700000000001,4,2,3,423,0,0.5166120954131238,-0.7717151526051299,Regular Customers
3,4,1863.47,4,3,4,434,2,1.8575437186671129,-0.056705099331658196,VIP Customers
361,1,365.27,1,1,2,112,1,-2.070191950176487,1.7561290668030083,Lost Customers
59,4,592.9,2,3,2,232,0,0.4511597580425423,-0.2947143728332479,Regular Customers
23,1,384.18,3,1,2,312,0,-0.49878840869553825,-1.1330087521712808,Regular Customers
31,4,757.63,3,3,3,333,0,0.7288697597026088,-0.4417890531846787,Regular Customers
55,4,537.0600000000001,2,3,2,232,0,0.4190626410127108,-0.3606070969532263,Regular Customers
25,1,394.38,3,1,2,312,0,-0.49876250568681685,-1.1100823144539327,Regular Customers
45,2,664.26,3,2,2,322,0,-0.03778149283509652,-0.6487507058285105,Regular Customers
89,5,2262.62,2,4,4,244,2,2.131909036105775,1.0439624464064485,VIP Customers
89,1,547.02,2,1,2,212,0,-0.6550496715271659,-0.4746903737390442,Regular Customers
19,2,690.34,3,2,3,323,0,0.1053622971555288,-0.8570674438577461,Regular Customers
79,1,159.0,2,1,1,211,0,-0.9599170736304591,-0.7798933807206425,Regular Customers
171,3,1062.75,1,3,3,133,0,0.052045638959835244,0.794718860849963,Regular Customers
81,1,242.35,2,1,1,211,0,-0.8937479849401282,-0.7156036548732609,Regular Customers
267,1,914.9300000000001,1,1,3,113,1,-1.1409198952430253,1.2604772019904733,Lost Customers
235,2,304.25,1,2,1,121,1,-1.237028912101796,0.7777608970366497,Lost Customers
37,3,860.86,3,3,3,333,0,0.4856977701513327,-0.46907855141411214,Regular Customers
318,1,773.55,1,1,3,113,1,-1.503282829729826,1.618081091486943,Lost Customers
57,4,1295.3,2,3,3,233,2,1.0954760849273957,0.08530490539556532,VIP Customers
45,5,1096.32,3,4,3,343,2,1.2796608842883674,0.006975470217702307,VIP Customers
203,3,255.12,1,3,1,131,1,-0.8253770824874588,0.6125778039682697,Lost Customers
225,1,314.22,1,1,2,112,1,-1.4909512500570545,0.560466651140937,Lost Customers
87,2,1010.6,2,2,3,223,0,0.08224518471535057,-0.09257582964249496,Regular Customers
190,2,542.03,1,2,2,122,1,-0.815091048932647,0.5261434889623023,Lost Customers
44,4,990.88,3,3,3,333,0,0.8799965004082344,-0.19836391406006915,Regular Customers
71,3,536.6800000000001,2,3,2,232,0,0.0362197845743012,-0.3606899428609145,Regular Customers
41,5,867.31,3,4,3,343,2,1.0909811908472669,-0.15683769963676503,VIP Customers
78,1,432.2,2,1,2,212,0,-0.7082875292333577,-0.6339895033853554,Regular Customers
57,2,414.2,2,2,2,222,0,-0.3190714332962038,-0.6871966873624822,Regular Customers
34,2,409.1,3,2,2,322,0,-0.2179166120389929,-0.8874062791681759,Regular Customers
212,2,1522.75,1,2,3,123,1,-0.029478984897661122,1.269446306678785,Lost Customers
24,3,1413.66,3,3,3,333,0,1.0453277089402968,-0.2680250489172227,Regular Customers
170,1,114.56,1,1,1,111,1,-1.4185669986478648,-0.024298722211471828,Lost Customers
62,1,152.94,2,1,1,211,0,-0.8872215076685004,-0.9291695291403047,Regular Customers
53,5,1800.07,2,4,4,244,2,1.879212547555284,0.47355192328539386,VIP Customers
261,2,389.44,1,2,2,122,1,-1.2795609143850708,1.0489962006192524,Lost Customers
17,8,2619.91,4,4,4,444,2,3.7128379314207116,1.03969388920592,VIP Customers
267,1,752.4300000000001,1,1,3,113,1,-1.2878545182541197,1.1685901982839741,Lost Customers
177,1,46.95,1,1,1,111,1,-1.511890589829809,-0.0024737062187125134,Lost Customers
51,1,1035.45,3,1,3,313,0,-0.038660549573739454,-0.5245199485921379,Regular Customers
17,4,728.54,4,3,3,433,0,0.7669456934083249,-0.5783495687333655,Regular Customers
74,7,861.89,2,4,3,243,2,1.5521740838251523,0.3974931969979011,VIP Customers
71,2,667.65,2,2,2,222,0,-0.15427812380949438,-0.4237699062655485,Regular Customers
353,1,1141.24,1,1,3,113,1,-1.331761457369701,2.126272842194276,Lost Customers
3,5,1404.64,4,4,3,443,2,1.7515863316637241,-0.17901635460525664,VIP Customers
117,1,411.7,2,1,2,212,0,-0.9061667669548858,-0.3109855593629479,Regular Customers
373,1,351.75,1,1,2,112,1,-2.1375993323173215,1.8514366351566385,Lost Customers
197,1,559.87,1,1,2,112,1,-1.1400723272027866,0.45914887134292076,Lost Customers
177,1,810.6,1,1,3,113,1,-0.8213882829841334,0.42933866535339826,Lost Customers
100,1,566.38,2,1,2,212,0,-0.6881279929756761,-0.3693699110085631,Regular Customers
21,3,1502.78,3,3,3,333,2,1.1397067826414822,-0.24336953055765959,VIP Customers
72,1,2062.06,2,1,4,214,0,0.7930443871251053,0.23615237838255948,Regular Customers
340,1,168.3,1,1,1,111,1,-2.1517255598911817,1.464583716782526,Lost Customers
6,5,1570.81,4,4,3,443,2,1.8880438112456295,-0.059315976495698995,VIP Customers
31,2,812.68,3,2,3,323,0,0.1608013019826157,-0.6849366858206394,Regular Customers
170,1,142.5,1,1,1,111,1,-1.3933032856206036,-0.008499812158797467,Lost Customers
122,1,302.25,2,1,1,211,0,-1.0281255625121422,-0.3299780875322977,Regular Customers
22,10,2248.9900000000002,3,4,4,344,2,3.9722999327714485,1.1471270533334816,VIP Customers
10,4,1328.55,4,3,3,433,2,1.3416723202278484,-0.2991244876594165,VIP Customers
269,1,301.9,1,1,1,111,1,-1.7044267005371003,0.9309929485078129,Lost Customers
23,3,598.2,3,3,2,332,0,0.31257665833888676,-0.7377132051518879,Regular Customers
127,1,233.22,2,1,1,211,0,-1.113536065994885,-0.326114783764314,Regular Customers
139,1,361.21999999999997,2,1,2,212,0,-1.0529792152216886,-0.15078353070579936,Regular Customers
214,6,632.27,1,4,2,142,1,0.3918310688734395,1.331627841112461,Lost Customers
38,4,2560.0,3,3,4,334,2,2.326406515217812,0.6374320193685673,VIP Customers
106,2,706.57,2,2,3,223,0,-0.2800348807254156,-0.10148394145720499,Regular Customers
18,2,616.26,4,2,2,422,0,0.042976728449289334,-0.9075359889667237,Regular Customers
3,2,274.15,4,2,1,421,0,-0.1973855762267473,-1.2296756998744243,Regular Customers
331,1,226.37,1,1,1,111,1,-2.057831091095268,1.420205465672088,Lost Customers
64,8,2938.91,2,4,4,244,2,3.7851507481550777,1.6233060333723741,VIP Customers
120,3,1341.65,2,3,3,233,0,0.5387559541019327,0.514876822120987,Regular Customers
35,1,328.15,3,1,2,312,0,-0.6046338882160753,-1.0617388239872712,Regular Customers
218,1,404.40000000000003,1,1,2,112,1,-1.3772195700052006,0.5514040331399049,Lost Customers
172,2,1038.46,1,2,3,123,1,-0.2834389249722709,0.6524251937540082,Lost Customers
72,5,373.65,2,4,2,242,0,0.502052780444227,-0.17002113677631603,Regular Customers
1,2,326.75,4,2,2,422,0,-0.1406268987733349,-1.2170913447747378,Regular Customers
196,1,207.50000000000003,1,1,1,111,1,-1.454091349679841,0.25131888462482554,Lost Customers
128,3,408.59000000000003,2,3,2,232,0,-0.34171736903600947,0.05590517342354162,Regular Customers
47,3,594.24,3,3,2,332,0,0.19863113159011603,-0.5340472866258833,Regular Customers
18,3,251.91,4,3,1,431,0,0.022449391797212663,-0.9764227266391529,Regular Customers
28,7,1582.8,3,4,3,343,2,2.4155629400604433,0.4104863658779504,VIP Customers
37,1,151.05,3,1,1,311,0,-0.7739670922226031,-1.1447227603882446,Regular Customers
157,1,214.8,1,1,1,111,1,-1.2681477244121373,-0.07914911139097137,Lost Customers
284,1,94.05,1,1,1,111,1,-1.9613454129144883,0.9421531113636598,Lost Customers
107,1,534.31,2,1,2,212,0,-0.7493158518387627,-0.3274485004820871,Regular Customers
25,4,1971.8700000000001,3,3,4,334,2,1.8543926421172499,0.1933369733186508,VIP Customers
75,4,322.41,2,3,2,232,0,0.133002604167844,-0.3103951488484393,Regular Customers
16,2,328.58,4,2,2,422,0,-0.2079502157478535,-1.087365846920868,Regular Customers
158,1,101.10000000000001,1,1,1,111,1,-1.3755552849921953,-0.1348623604728024,Lost Customers
44,1,565.46,3,1,2,312,0,-0.4314419019657302,-0.8503354457702132,Regular Customers
11,2,847.45,4,2,3,423,0,0.28421149275218616,-0.8368633060898883,Regular Customers
32,7,1415.65,3,4,3,343,2,2.2460295857964665,0.3502875025732382,VIP Customers
291,1,53.5,1,1,1,111,1,-2.0302009985660927,0.9792794339428674,Lost Customers
21,4,1116.47,3,3,3,333,2,1.0993229270889526,-0.32467373654636394,VIP Customers
333,1,153.9,1,1,1,111,1,-2.1325564821439444,1.396385450488413,Lost Customers
18,2,494.44,4,2,2,422,0,-0.0671745070904739,-0.9764201415299589,Regular Customers
63,2,395.8,2,2,2,222,0,-0.36330016443953894,-0.6461248399434742,Regular Customers
198,3,211.77,1,3,1,131,1,-0.8415820432138655,0.5451682757292929,Lost Customers
33,3,658.88,3,3,2,332,0,0.3214589558486313,-0.6176073784366614,Regular Customers
1,4,2027.5,4,3,4,434,2,2.015058857918225,0.018888294678890864,VIP Customers
7,9,1750.92,4,4,4,444,2,3.281993865061934,0.5996603761072654,VIP Customers
10,4,891.21,4,3,3,433,0,0.9462237785190974,-0.5464221012040337,Regular Customers
32,5,709.99,3,4,3,343,0,0.9901172076409676,-0.3230100536908512,Regular Customers
53,1,109.36000000000001,2,1,1,211,0,-0.8852402968976805,-1.031026635184685,Regular Customers
12,2,705.79,4,2,3,423,0,0.15152213488357313,-0.9083867743940808,Regular Customers
18,9,1540.42,4,4,3,443,2,3.0410731285652384,0.5750045516255873,VIP Customers
19,1,327.3,3,1,2,312,0,-0.5318259073126407,-1.199489553114981,Regular Customers
37,2,800.67,3,2,3,323,0,0.1223504923226091,-0.6402515586866498,Regular Customers
2,2,479.91,4,2,2,422,0,-0.006736160911911765,-1.1219063427235452,Regular Customers
18,3,1545.41,4,3,3,433,2,1.1920489909655247,-0.24500217713542033,VIP Customers
82,4,1301.91,2,3,3,233,2,0.9864895551468055,0.303527100689626,VIP Customers
33,2,355.73,3,2,2,322,0,-0.2615759281756338,-0.926164179066313,Regular Customers
66,2,466.73,2,2,2,222,0,-0.31295993713810505,-0.5802787278831901,Regular Customers
9,2,974.96,4,2,3,423,0,0.40870477088105134,-0.7819204559277166,Regular Customers
267,1,676.2,1,1,3,113,1,-1.356782680174955,1.1254852980221501,Lost Customers
247,3,362.95,1,3,2,132,1,-0.930211333245763,1.0510439382295202,Lost Customers
4,4,2157.4,4,3,4,434,2,2.1187205296440546,0.1180794935611581,VIP Customers
61,1,1743.1499999999999,2,1,4,214,0,0.5552656850476255,-0.03855117333427118,Regular Customers
75,2,643.76,2,2,2,222,0,-0.19427391442689085,-0.40296118710261114,Regular Customers
90,2,584.5,2,2,2,222,0,-0.31683560752293416,-0.30777954805754154,Regular Customers
60,3,554.86,2,3,2,232,0,0.10324226447103578,-0.4447830940889834,Regular Customers
29,2,302.57,3,2,1,321,0,-0.2912497541921132,-0.9905414744482396,Regular Customers
323,1,94.36,1,1,1,111,1,-2.1404079767599495,1.2769242464453425,Lost Customers
53,4,1382.07,2,3,3,233,2,1.1923287930521007,0.10005221572841047,VIP Customers
270,1,217.89000000000001,1,1,1,111,1,-1.7849881752267005,0.8920681618262646,Lost Customers
57,5,1555.34,2,4,3,243,2,1.6395303437331485,0.36948479076498814,VIP Customers
61,5,1482.06,2,4,3,243,2,1.554875469851026,0.3623655153859932,VIP Customers
154,2,1705.8,1,2,4,124,0,0.4027522538731891,0.875349408105577,Regular Customers
19,2,408.02,3,2,2,322,0,-0.14991513526596162,-1.0167076831587851,Regular Customers
95,1,303.93,2,1,1,211,0,-0.9024460361742722,-0.5606713931681178,Regular Customers
265,2,293.45,1,2,1,121,1,-1.384750466966159,1.0290353630607219,Lost Customers
312,1,177.5,1,1,1,111,1,-2.0146478161813643,1.229563278360499,Lost Customers
70,1,443.05,2,1,2,212,0,-0.6616885364773323,-0.6964893235381902,Regular Customers
302,2,167.25,1,2,1,121,1,-1.6690079553736978,1.275111584110577,Lost Customers
19,1,154.35,3,1,1,311,0,-0.6882095568496793,-1.2972855979829132,Regular Customers
13,10,2079.68,4,4,4,444,2,3.8605944349195918,0.9741748520520667,VIP Customers
36,5,2022.98,3,4,4,344,2,2.15894577893786,0.4537488040268214,VIP Customers
19,2,211.7,3,2,1,321,0,-0.3274302441246573,-1.127718492805923,Regular Customers
54,1,135.99,2,1,1,211,0,-0.8657596381106806,-1.0073890951580053,Regular Customers
57,1,262.2,2,1,1,211,0,-0.765434512593534,-0.9102844380829809,Regular Customers
22,2,126.25,3,2,1,321,0,-0.41849085587845397,-1.1502987785279302,Regular Customers
44,1,200.27,3,1,1,311,0,-0.7616514710575553,-1.056835229669145,Regular Customers
27,3,1051.4,3,3,3,333,0,0.7039718787514169,-0.44712989769151285,Regular Customers
45,3,631.12,3,3,2,332,0,0.24117557966670125,-0.5303519389001423,Regular Customers
113,6,958.71,2,4,3,243,2,1.151454429386897,0.6496986693043287,VIP Customers
25,1,346.12,3,1,2,312,0,-0.5423998281884501,-1.1373713409085522,Regular Customers
191,1,133.56,1,1,1,111,1,-1.497956188054921,0.1666119813496531,Lost Customers
302,1,302.7,1,1,1,111,1,-1.8554549892277108,1.2145648747158206,Lost Customers
2,10,1863.76,4,4,4,444,2,3.7159406363738823,0.7577078696382044,VIP Customers
263,2,241.06,1,2,1,121,1,-1.4229251191738839,0.9822522318887447,Lost Customers
106,1,284.55,2,1,1,211,0,-0.9705535717486272,-0.47725679212126615,Regular Customers
57,1,300.85,2,1,1,211,0,-0.7304866776435106,-0.8884294676629428,Regular Customers
213,3,623.28,1,3,2,132,1,-0.5384673518487831,0.906550805450723,Lost Customers
64,1,287.40000000000003,2,1,1,211,0,-0.7748380892421877,-0.835979220157913,Regular Customers
